image_name,gt_area,gt_perimeter,gt_aspect_ratio,gt_centroid_x,gt_centroid_y,gt_bbox_x,gt_bbox_y,gt_bbox_w,gt_bbox_h
3-500x,42694,1427.6996921300888,1.3855932203389831,460.996065020846,392.598678971284,301,275,327,236
3-500x,4594,333.8477592468262,1.2073170731707317,759.1534610361341,321.26730518067046,708,280,99,82
3-500x,2218,276.39191567897797,0.7529411764705882,222.25788999098287,330.9431920649234,193,287,64,85
3-500x,1989,281.9066343307495,1.1285714285714286,817.8979386626445,363.52488687782807,770,328,79,70
3-500x,625,107.74011445045471,0.5897435897435898,170.5312,365.6,160,347,23,39
3-500x,658,104.22539591789246,1.1333333333333333,704.8343465045592,389.9817629179331,689,376,34,30
3-500x,25137,1085.2245157957077,0.9918032786885246,189.95504634602378,499.55348689183273,73,385,242,244
3-500x,5460,393.26197254657745,1.2352941176470589,1236.4712454212454,454.25274725274727,1175,407,105,85
3-500x,3530,329.26197242736816,1.6885245901639345,1003.8614730878187,438.7985835694051,944,408,103,61
3-500x,4619,468.15641593933105,1.8472222222222223,844.5451396406148,444.34184888504006,782,410,133,72
3-500x,611,119.74011433124542,0.9117647058823529,12.304418985270049,449.1963993453355,0,432,31,34
3-500x,628,138.9533176422119,1.1470588235294117,55.64331210191083,460.46974522292993,36,443,39,34
3-500x,3205,433.0020866394043,0.808,1141.1304212168486,505.17597503900157,1080,444,101,125
3-500x,553,127.29646301269531,0.6842105263157895,433.71790235081374,481.69620253164555,421,460,26,38
3-500x,13272,785.0336118936539,1.2875816993464053,568.5569620253165,559.08031946956,458,477,197,153
3-500x,13473,633.5950130224228,1.3407407407407408,1058.2153937504638,542.9310472797447,954,481,181,135
3-500x,41139,1434.385984301567,0.9968354430379747,240.89756678577507,640.8324460973772,82,483,315,316
3-500x,1610,193.6223635673523,1.0555555555555556,844.3540372670808,514.3950310559006,815,489,57,54
3-500x,811,126.71067655086517,1.1142857142857143,47.775585696670774,513.0345252774353,27,495,39,35
3-500x,3877,361.7056237459183,1.4477611940298507,1239.2244003095177,530.2958473046169,1183,497,97,67
3-500x,1847,194.89444148540497,0.8813559322033898,685.0460205739037,538.5197617758528,662,507,52,59
3-500x,1708,211.13708245754242,0.7096774193548387,429.91217798594846,548.1094847775175,410,519,44,62
3-500x,10654,533.5878736972809,0.7098765432098766,42.20020649521307,627.380608222264,0,533,115,162
3-500x,19156,1398.8712661266327,2.0833333333333335,833.639434119858,603.3503340989769,683,535,300,144
3-500x,2360,332.77669191360474,0.45614035087719296,661.5813559322033,621.8377118644067,634,563,52,114
3-500x,19890,814.1807984113693,0.7889447236180904,1216.8926093514328,670.6602312719959,1123,577,157,199
3-500x,3847,416.41629922389984,0.46938775510204084,1035.9277358981024,669.0293735378217,1002,595,69,147
3-500x,1433,189.48022890090942,1.3191489361702127,754.7878576413119,649.0823447313329,730,624,62,47
3-500x,1800,176.16652035713196,1.1304347826086956,982.2144444444444,658.1983333333334,957,636,52,46
3-500x,6534,454.90158200263977,2.338235294117647,509.17171717171715,673.0682583409856,429,642,159,68
3-500x,506,90.91168677806854,0.8620689655172413,701.7193675889328,673.3162055335969,691,658,25,29
3-500x,618,101.15432786941528,1.4,823.3721682847896,678.2038834951456,806,667,35,25
3-500x,11783,854.6732203960419,1.552,386.69515403547484,736.0531273869134,296,671,194,125
3-500x,22775,1095.1828881502151,1.2587064676616915,765.826695938529,791.9667618002195,658,684,253,201
3-500x,5151,333.60511791706085,0.6636363636363637,997.0957095709571,753.4618520675597,966,696,73,110
3-500x,11114,729.8204098939896,1.1118881118881119,575.5716213784416,765.0771999280187,496,698,159,143
3-500x,4112,417.1025924682617,0.6885245901639344,943.5065661478599,778.8217412451362,914,711,84,122
3-500x,532,85.8406195640564,0.8,888.0112781954887,753.5639097744361,876,739,24,30
3-500x,640,119.05382204055786,0.825,52.9375,775.5078125,34,754,33,40
3-500x,2706,267.80613005161285,2.6315789473684212,1105.3569844789356,781.3991130820399,1059,763,100,38
3-500x,4848,498.1736589670181,0.8571428571428571,37.79290429042904,840.2070957095709,0,794,78,91
3-500x,1442,216.225395321846,0.34523809523809523,1269.4757281553398,837.6865464632455,1251,801,29,84
3-500x,5714,522.8427069187164,3.480769230769231,175.98792439621982,825.0260763038152,89,802,181,52
3-500x,1602,187.72286891937256,1.625,396.69413233458175,824.501872659176,366,805,65,40
3-500x,3361,342.63455605506897,0.9135802469135802,492.1803034811068,850.6453436477238,457,804,74,81
3-500x,8857,514.1736606359482,2.1794871794871793,1095.1115501862932,850.3015693801512,1013,807,170,78
3-500x,616,127.78174412250519,1.5555555555555556,646.0032467532468,849.8977272727273,627,838,42,27
3-500x,1222,196.40916061401367,1.1956521739130435,1214.2373158756138,861.7888707037644,1187,839,55,46
3-500x,658,107.8406194448471,1.032258064516129,146.9969604863222,871.2142857142857,130,854,32,31
3-500x,1296,262.5096663236618,6.647058823529412,962.7592592592592,878.1813271604939,906,868,113,17
6-250x,1732,209.154327750206,2.0555555555555554,30.342378752886837,12.47863741339492,0,0,74,36
6-250x,2509,301.1787123680115,2.357142857142857,150.86169788760463,18.066161817457154,100,0,99,42
6-250x,2009,182.36753070354462,1.1063829787234043,414.6580388252862,22.75311100049776,389,0,52,47
6-250x,641,111.01219236850739,2.0,611.6302652106084,7.895475819032761,588,0,44,22
6-250x,1400,190.22539567947388,3.2,689.625,9.346428571428572,652,0,80,25
6-250x,17633,819.8620384931564,0.8785046728971962,747.5295752282652,98.1282821981512,666,0,188,214
6-250x,1227,166.81118202209473,2.5,902.080684596577,9.866340668296658,872,0,65,26
6-250x,1012,135.19595885276794,0.7727272727272727,1086.9130434782608,27.81225296442688,1071,7,34,44
6-250x,1025,167.9238795042038,0.6111111111111112,1042.3326829268292,39.57951219512195,1024,13,33,54
6-250x,6040,439.96550929546356,0.21025641025641026,1262.4569536423842,108.95612582781457,1239,18,41,195
6-250x,2496,301.5634888410568,2.6744186046511627,1167.2139423076924,44.092948717948715,1114,25,115,43
6-250x,3334,316.8771971464157,1.9137931034482758,609.5281943611278,55.19346130773845,554,26,111,58
6-250x,1554,203.3797229528427,1.4583333333333333,311.9839124839125,48.450450450450454,275,28,70,48
6-250x,1321,157.4385986328125,1.0,209.08099924299773,52.81983345950038,187,31,46,46
6-250x,3082,248.24978041648865,0.9324324324324325,274.81894873458793,88.36372485399092,245,48,69,74
6-250x,557,107.39696848392487,1.3214285714285714,530.967684021544,66.0359066427289,513,52,37,28
6-250x,2145,199.6812390089035,0.49333333333333335,1207.7794871794872,91.11794871794872,1189,56,37,75
6-250x,1208,172.16652011871338,0.8297872340425532,885.6225165562914,83.62417218543047,869,60,39,47
6-250x,534,89.25483310222626,0.9285714285714286,932.2247191011236,83.26779026217228,919,70,26,28
6-250x,1918,223.96550941467285,0.5176470588235295,1147.5698644421273,127.28310740354536,1129,81,44,85
6-250x,3193,344.57568085193634,1.2222222222222223,973.0833072345756,125.07860945818979,913,82,99,81
6-250x,993,135.39696836471558,0.6170212765957447,564.6656596173212,127.067472306143,552,105,29,47
6-250x,2521,260.0071394443512,0.6022727272727273,482.5061483538278,154.71320904403015,460,107,53,88
6-250x,8455,430.80107820034027,1.0695652173913044,1029.1841513897102,172.8288586635127,965,106,123,115
6-250x,7235,465.5706286430359,1.1219512195121952,369.21022805805114,167.34305459571527,297,113,138,123
6-250x,4890,368.8183219432831,0.7583333333333333,286.8327198364008,170.75419222903886,245,117,91,120
6-250x,984,138.95331752300262,1.2352941176470589,222.3780487804878,143.8617886178862,200,129,42,34
6-250x,3825,339.1614679098129,0.968421052631579,1125.2792156862745,183.5607843137255,1082,134,92,95
6-250x,1934,187.33809351921082,1.2916666666666667,43.6153050672182,167.50930713547052,12,146,62,48
6-250x,7610,488.8427070379257,1.8072289156626506,590.0207621550592,190.93797634691197,510,146,150,83
6-250x,8379,675.9381601810455,1.900990099009901,799.0836615347894,230.36054421768708,704,167,192,101
6-250x,558,108.2253954410553,1.0344827586206897,174.23297491039426,194.80107526881721,159,180,30,29
6-250x,1057,136.95331716537476,0.8085106382978723,912.3405865657521,214.6934720908231,894,193,38,47
6-250x,3301,252.35028541088104,0.8904109589041096,470.83701908512575,236.85368070281731,439,201,65,73
6-250x,1569,234.69343090057373,0.6666666666666666,65.39706819630338,241.64117272147865,43,205,48,72
6-250x,551,102.56854128837585,1.0666666666666667,230.28493647912885,217.93284936479128,213,204,32,30
6-250x,1061,133.25483310222626,0.9459459459459459,15.736098020735156,242.45240339302543,0,223,35,37
6-250x,4694,457.04371666908264,0.4966887417218543,241.2959096719216,298.1425223689817,201,225,75,151
6-250x,913,178.1665197610855,2.4814814814814814,1031.6462212486308,239.7316538882804,1000,226,67,27
6-250x,1702,189.2375875711441,1.8461538461538463,1219.4383078730905,251.73443008225618,1187,232,72,39
6-250x,1400,247.52185809612274,1.8478260869565217,1122.3664285714285,257.05642857142857,1079,240,85,46
6-250x,1161,162.50966608524323,1.1363636363636365,903.7433247200689,278.3979328165375,878,257,50,44
6-250x,4147,346.4751764535904,1.7647058823529411,1004.9011333494092,288.435736677116,950,257,120,68
6-250x,7082,438.3574267625809,2.1818181818181817,141.65475854278452,298.09093476419093,59,261,168,77
6-250x,4943,355.9066346883774,0.8679245283018868,1247.839975723245,322.650414727898,1188,266,92,106
6-250x,2228,241.17871272563934,0.96875,1119.923698384201,302.19928186714543,1091,274,62,64
6-250x,853,127.29646277427673,1.6071428571428572,351.22391559202816,331.97420867526375,329,319,45,28
6-250x,4142,341.64674866199493,1.5774647887323943,589.082085948817,371.3737324963786,537,335,112,71
6-250x,3871,302.1909044981003,0.7613636363636364,420.07956600361666,385.3469387755102,382,338,67,88
6-250x,1654,213.13708245754242,0.6805555555555556,286.1142684401451,377.80471584038696,264,340,49,72
6-250x,666,105.39696800708771,1.206896551724138,1018.1351351351351,353.5135135135135,1001,340,35,29
6-250x,1108,185.237588763237,2.8076923076923075,180.53429602888087,354.47833935018053,144,342,73,26
6-250x,1706,188.85281193256378,0.4794520547945205,1164.8411488862837,376.09378663540446,1147,344,35,73
6-250x,2816,224.9949471950531,0.9230769230769231,26.200994318181817,377.63671875,0,347,60,65
6-250x,1185,144.61017107963562,0.6153846153846154,778.3873417721519,389.98396624472576,763,364,32,52
6-250x,5225,391.78888392448425,1.6133333333333333,163.01282296650717,404.69282296650715,110,368,121,75
6-250x,14594,620.2396750450134,0.9395973154362416,1065.7867616828835,460.1802110456352,992,384,140,149
6-250x,1202,143.63960897922516,0.9285714285714286,1262.1272878535774,406.13311148086524,1241,385,39,42
6-250x,1108,143.1959582567215,0.8837209302325582,733.4223826714801,410.37906137184115,716,389,38,43
6-250x,1965,305.1198375225067,0.5555555555555556,675.0575063613231,450.59592875318066,647,396,55,99
6-250x,1246,159.58073353767395,1.6470588235294117,512.5850722311396,427.9582664526485,487,412,56,34
6-250x,640,115.98275470733643,0.5952380952380952,832.9046875,432.5453125,819,414,25,42
6-250x,860,114.91168701648712,0.725,898.893023255814,433.5732558139535,886,414,29,40
6-250x,962,128.36753058433533,1.0,1203.0675675675675,435.45738045738045,1184,415,40,40
6-250x,4993,342.96045684814453,0.6695652173913044,382.28780292409374,470.026236731424,345,416,77,115
6-250x,567,135.4385985136032,1.0769230769230769,939.3298059964727,449.4850088183421,920,430,42,39
6-250x,3378,305.9066343307495,1.2608695652173914,1243.038188277087,472.0793368857312,1193,435,87,69
6-250x,1143,155.33809304237366,1.2564102564102564,572.9833770778653,465.1076115485564,550,446,49,39
